#Insert size (bp)	insert size
457.0	5451.0
458.0	5366.0
459.0	5385.0
460.0	5347.0
461.0	5308.0
462.0	5233.0
463.0	5238.0
464.0	5247.0
465.0	5151.0
466.0	5121.0
467.0	5200.0
468.0	5287.0
469.0	5287.0
470.0	5178.0
471.0	5143.0
472.0	5099.0
473.0	5060.0
474.0	5068.0
475.0	5051.0
476.0	5074.0
477.0	4999.0
478.0	4936.0
479.0	4933.0
480.0	5059.0
481.0	4949.0
482.0	4903.0
483.0	5145.0
484.0	5103.0
485.0	5021.0
486.0	5019.0
487.0	4970.0
488.0	5005.0
489.0	4936.0
490.0	5080.0
491.0	5225.0
492.0	5303.0
493.0	5321.0
494.0	5397.0
495.0	5503.0
496.0	5659.0
497.0	5631.0
498.0	5838.0
499.0	6042.0
500.0	6639.0
