"","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"Pocillopora_acuta_HIv2___RNAseq.g19152.t1",462,0,487,58,3429,0,0,242,707,0
"Pocillopora_acuta_HIv2___TS.g5171.t1",1365,36,816,0,150,0,0,984,414,0
"Pocillopora_acuta_HIv2___RNAseq.g19157.t1",604,51,1208,0,772,403,880,647,1171,0
"Pocillopora_acuta_HIv2___RNAseq.g19159.t1",724,9101,681,4622,1457,7007,10912,2838,0,3582
"Pocillopora_acuta_HIv2___RNAseq.19150_t",680,2970,391,1705,41,3655,2462,925,0,1121
"Pocillopora_acuta_HIv2___RNAseq.19153_t",3,562,133,505,28,3,947,305,0,686
"Pocillopora_acuta_HIv2___RNAseq.g19165.t1",214,85,681,345,726,340,193,1628,1285,1719
"Pocillopora_acuta_HIv2___RNAseq.g19167.t1",318,2838,211,956,723,3966,241,790,1129,1506
"Pocillopora_acuta_HIv2___RNAseq.g19181.t1",2,34,3,49,47,17,0,112,0,6
"Pocillopora_acuta_HIv2___TS.g5202.t1",660,470,775,0,1102,0,764,36,0,19
"Pocillopora_acuta_HIv2___RNAseq.g19184.t1",2474,274,1476,834,3230,746,641,2473,1726,116
"Pocillopora_acuta_HIv2___RNAseq.g19185.t1",1,0,275,0,394,126,39,12,4,0
"Pocillopora_acuta_HIv2___RNAseq.g19190.t1",1040,318,2839,0,6152,2032,1091,1516,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19193.t1",246,994,1762,953,1640,497,3598,3293,696,1834
"Pocillopora_acuta_HIv2___RNAseq.g19195.t1",34454,24609,51086,22841,59630,25432,16674,42543,26687,20334
"Pocillopora_acuta_HIv2___RNAseq.g19198.t2",1347,2420,1928,1579,1389,1535,1031,1715,1645,0
"Pocillopora_acuta_HIv2___RNAseq.g19199.t1",1023,511,1122,83,3575,2440,1523,2345,436,0
"Pocillopora_acuta_HIv2___TS.g5222.t1",363,1643,440,1561,1537,360,244,1695,1384,438
"Pocillopora_acuta_HIv2___RNAseq.g19202.t1",325,0,362,683,242,0,0,566,0,9
"Pocillopora_acuta_HIv2___TS.g5225.t1",3868,3659,3866,4784,3602,3784,1740,5637,2753,2502
"Pocillopora_acuta_HIv2___TS.g5226.t1",157,581,95,220,117,705,430,45,0,621
"Pocillopora_acuta_HIv2___TS.g5230.t1",64,396,0,924,14,220,1472,502,153,86
"Pocillopora_acuta_HIv2___RNAseq.g19210.t1",42,0,314,45,211,105,443,216,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19211.t1",1001,679,2393,0,2472,1026,191,883,823,872
"Pocillopora_acuta_HIv2___RNAseq.g19213.t1c",0,201,296,1428,762,4796,3227,3774,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19215.t1a",0,3295,264,1519,905,2428,893,2297,0,2205
"Pocillopora_acuta_HIv2___RNAseq.g19213.t1a",1040,151,1408,1264,4571,633,440,205,0,115
"Pocillopora_acuta_HIv2___RNAseq.g19215.t1b",558,684,878,481,1813,224,270,291,1570,1542
"Pocillopora_acuta_HIv2___RNAseq.g19215.t1d",1229,300,307,0,1232,278,0,63,873,423
"Pocillopora_acuta_HIv2___RNAseq.g19216.t1",1610,0,2345,1926,7108,0,3028,4212,1831,0
"Pocillopora_acuta_HIv2___RNAseq.g19217.t1",1741,1504,1693,1013,629,0,789,1505,3762,2352
"Pocillopora_acuta_HIv2___RNAseq.g19218.t1",253,1218,2191,805,7392,4577,3752,1897,194,0
"Pocillopora_acuta_HIv2___RNAseq.g19226.t1",8426,3481,6380,5962,9543,7520,2403,10973,3771,3508
"Pocillopora_acuta_HIv2___RNAseq.g19227.t1",504,401,1088,836,1696,252,489,771,1653,0
"Pocillopora_acuta_HIv2___RNAseq.g19228.t1",60,0,41,0,677,787,1271,446,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19229.t1",53,18,655,177,4,65,20,0,0,195
"Pocillopora_acuta_HIv2___RNAseq.g19230.t1",1550,1214,1774,1982,2359,49,45,2445,89,0
"Pocillopora_acuta_HIv2___RNAseq.g19231.t1",574,0,1132,689,896,154,551,805,2,17
"Pocillopora_acuta_HIv2___RNAseq.g19232.t2",4893,758,4512,1143,5123,1491,3667,3396,6425,354
"Pocillopora_acuta_HIv2___TS.g5257.t1",1224,0,499,931,756,10,0,232,549,0
"Pocillopora_acuta_HIv2___TS.g5258.t1",61,0,643,2,798,0,0,100,0,1133
"Pocillopora_acuta_HIv2___RNAseq.g19237.t1",718,1804,2362,0,2567,2015,163,1319,1005,325
"Pocillopora_acuta_HIv2___RNAseq.g19239.t1",199,0,267,40,1176,1169,371,171,9,0
"Pocillopora_acuta_HIv2___RNAseq.g19240.t1",509,55,155,0,275,0,778,836,995,97
"Pocillopora_acuta_HIv2___TS.g5264.t2",486,155,575,486,1705,1152,259,1370,795,0
"Pocillopora_acuta_HIv2___RNAseq.g19242.t1",389,467,226,0,448,514,0,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19245.t1",609,0,206,618,1891,0,0,0,16,0
"Pocillopora_acuta_HIv2___RNAseq.g19249.t1",35,15,14,13,28,0,32,15,3,47
"Pocillopora_acuta_HIv2___RNAseq.g19255.t1",77,157,296,84,63,0,10,307,0,0
"Pocillopora_acuta_HIv2___TS.g5280.t1",632,0,1132,3014,2036,983,1084,1491,775,202
"Pocillopora_acuta_HIv2___RNAseq.g19257.t1",929,1465,126,0,436,820,37,524,11,0
"Pocillopora_acuta_HIv2___RNAseq.g19258.t1",383,26,296,0,253,0,0,369,75,0
"Pocillopora_acuta_HIv2___RNAseq.g19269.t1",1170,0,883,914,1020,1060,908,901,358,0
"Pocillopora_acuta_HIv2___RNAseq.g19270.t1",363,236,813,641,1006,227,389,659,36,0
"Pocillopora_acuta_HIv2___RNAseq.g19271.t1",18,0,22,144,64,140,0,19,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19278.t1",557,16,690,282,819,372,203,1177,55,0
"Pocillopora_acuta_HIv2___TS.g5308.t2",0,805,0,400,0,1928,3674,0,9,355
"Pocillopora_acuta_HIv2___RNAseq.g19284.t1",2126,2298,0,11797,0,8164,16987,0,0,8944
"Pocillopora_acuta_HIv2___RNAseq.g19304.t1",324,2529,1524,0,1021,0,424,1906,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19305.t1",278,218,345,329,256,305,482,490,174,210
"Pocillopora_acuta_HIv2___RNAseq.g19306.t1",122,0,37,477,95,74,0,74,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19307.t1",6268,3634,7479,2120,10590,8211,8057,8242,10412,7828
"Pocillopora_acuta_HIv2___RNAseq.g19308.t1",12,177,30,91,10,56,88,50,13,50
"Pocillopora_acuta_HIv2___RNAseq.g19312.t1",15550,1796,3281,0,7755,135,0,5947,15886,0
"Pocillopora_acuta_HIv2___TS.g5338.t1",166,3500,49,1786,385,5288,9173,0,0,1679
"Pocillopora_acuta_HIv2___TS.g5340.t3b",943,1589,1151,1411,1399,2458,1812,877,900,60
"Pocillopora_acuta_HIv2___RNAseq.g19322.t1",0,863,0,310,82,0,31,0,0,518
"Pocillopora_acuta_HIv2___RNAseq.g19323.t1",303,479,1416,50,966,283,1461,588,342,0
"Pocillopora_acuta_HIv2___TS.g5347.t1",571,0,1370,502,2294,257,0,465,3905,398
"Pocillopora_acuta_HIv2___RNAseq.g19325.t1",452,267,218,0,2129,0,25,477,57,0
"Pocillopora_acuta_HIv2___RNAseq.g19326.t1",219,1673,1395,560,1799,439,527,1023,0,236
"Pocillopora_acuta_HIv2___RNAseq.g19327.t1",363,0,308,24,3023,927,0,1234,771,0
"Pocillopora_acuta_HIv2___RNAseq.g19328.t1",0,12,471,0,390,975,7,737,2014,0
"Pocillopora_acuta_HIv2___RNAseq.19307_t",50,120,1190,869,192,0,0,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19331.t1b",3307,4689,4406,3354,8432,1982,7347,4247,2719,5173
"Pocillopora_acuta_HIv2___RNAseq.g19331.t1a",3025,2292,1223,529,5933,4413,2698,3499,62,1490
"Pocillopora_acuta_HIv2___RNAseq.g19334.t1",289,949,156,78,1625,0,618,352,191,181
"Pocillopora_acuta_HIv2___TS.g5358.t1",81,0,0,0,31,62,390,69,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19335.t1",5987,6111,6585,4621,9068,10943,7796,9613,3989,2682
"Pocillopora_acuta_HIv2___TS.g5360.t3",767,1232,2601,3134,3439,1489,25,3596,248,703
"Pocillopora_acuta_HIv2___RNAseq.g19337.t1",1994,2583,3661,927,5163,2898,1035,4200,1782,492
"Pocillopora_acuta_HIv2___RNAseq.g19338.t1",191,258,824,544,1085,0,0,1650,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19342.t1",1305,1053,249,1393,986,1232,0,2603,65,103
"Pocillopora_acuta_HIv2___RNAseq.g19344.t1",296,649,106,416,114,28,0,1159,0,103
"Pocillopora_acuta_HIv2___RNAseq.g19345.t1",5098,4719,3522,2207,3132,489,0,17796,190,804
"Pocillopora_acuta_HIv2___RNAseq.g19347.t1",457,1383,2007,0,966,1324,43,2034,1945,6647
"Pocillopora_acuta_HIv2___RNAseq.g19348.t1",1590,1045,2995,1518,3192,3378,1947,2597,1803,553
"Pocillopora_acuta_HIv2___RNAseq.g19349.t2c",147,0,20,0,79,532,0,1146,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19350.t1",352,95,522,870,828,221,357,233,278,179
"Pocillopora_acuta_HIv2___RNAseq.g19354.t1",331,527,267,501,159,319,227,238,382,53
"Pocillopora_acuta_HIv2___RNAseq.g19355.t1",631,0,926,10,1240,0,0,1026,967,0
"Pocillopora_acuta_HIv2___RNAseq.g19356.t1",7095,6831,8662,4213,13589,8910,5364,6234,8750,2694
"Pocillopora_acuta_HIv2___TS.g5386.t1",30,108,82,9,61,18,395,69,7,0
"Pocillopora_acuta_HIv2___RNAseq.g19362.t3",38,0,165,0,29,565,0,37,182,0
"Pocillopora_acuta_HIv2___RNAseq.g19363.t1",9,8,104,0,42,620,1,21,115,0
"Pocillopora_acuta_HIv2___TS.g5389.t1",65,520,419,122,341,101,963,296,103,0
"Pocillopora_acuta_HIv2___RNAseq.g19365.t1",120,207,103,611,500,1195,13,385,187,1395
"Pocillopora_acuta_HIv2___TS.g5392.t2",3320,3079,3404,6752,7246,4582,3003,6957,5616,197
"Pocillopora_acuta_HIv2___RNAseq.g19367.t1",1658,316,1731,47,2329,594,138,1956,4651,21
"Pocillopora_acuta_HIv2___RNAseq.g19368.t2",1000,11,592,134,2310,193,2180,979,6322,512
"Pocillopora_acuta_HIv2___RNAseq.g19377.t1",17,0,0,0,27,30,103,14,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19385.t1",1813,377,208,177,931,0,1129,957,34,0
"Pocillopora_acuta_HIv2___RNAseq.g19386.t1",471,0,710,913,297,932,286,895,661,0
"Pocillopora_acuta_HIv2___RNAseq.g19387.t1",30,0,4,74,27,73,149,286,6,5
"Pocillopora_acuta_HIv2___TS.g5415.t1",221,6,44,0,14,0,0,26,51,0
"Pocillopora_acuta_HIv2___RNAseq.g19392.t1",460,341,1014,0,877,0,0,663,1000,0
"Pocillopora_acuta_HIv2___RNAseq.g19394.t1",127,207,786,0,655,0,0,714,226,0
"Pocillopora_acuta_HIv2___TS.g5437.t1",375,810,683,559,2394,945,0,3199,30,1171
"Pocillopora_acuta_HIv2___RNAseq.g19409.t1",782,370,1059,0,2193,192,0,1134,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19410.t1",0,737,0,0,477,913,865,93,0,288
"Pocillopora_acuta_HIv2___RNAseq.g19413.t1",216,66,184,0,296,474,210,318,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19426.t1",0,320,2320,0,12,0,0,0,124,619
"Pocillopora_acuta_HIv2___RNAseq.g19447.t1",0,0,169,14,11,85,0,36,146,0
"Pocillopora_acuta_HIv2___RNAseq.g19425.t1",2088,1201,1785,3124,6456,1017,2821,2848,442,57
"Pocillopora_acuta_HIv2___RNAseq.g19428.t1",2773,151,2421,0,2545,0,0,2314,2244,0
"Pocillopora_acuta_HIv2___TS.g5457.t1",561,705,607,168,345,633,280,715,373,927
"Pocillopora_acuta_HIv2___TS.g5458.t1",46,0,46,0,43,69,0,82,0,0
"Pocillopora_acuta_HIv2___RNAseq.g19432.t1",530,577,1001,350,1596,1356,0,2408,191,48
"Pocillopora_acuta_HIv2___RNAseq.g19434.t1",7280,58,3846,0,3634,0,0,2785,5321,407
"Pocillopora_acuta_HIv2___TS.g5471.t1",204,74,16,0,0,27,0,20,117,0
"Pocillopora_acuta_HIv2___RNAseq.g6123.t1",679,27,807,0,1239,0,1653,265,8,188
"Pocillopora_acuta_HIv2___RNAseq.g6124.t1",2358,1622,4595,1636,5893,4228,3043,4236,5412,4460
"Pocillopora_acuta_HIv2___RNAseq.g6125.t1",33,0,27,8,35,0,18,19,26,16
"Pocillopora_acuta_HIv2___RNAseq.g6126.t1",5986,2123,5987,2486,9844,2602,7568,3953,3379,1409
"Pocillopora_acuta_HIv2___RNAseq.g6127.t1",2261,922,1065,546,676,307,940,1258,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6128.t1",8530,4504,9099,7008,10054,2302,4268,8652,7871,3090
"Pocillopora_acuta_HIv2___RNAseq.g6129.t1",1955,1690,2017,1957,3769,2964,2621,2762,5707,460
"Pocillopora_acuta_HIv2___RNAseq.g6130.t1",1122,280,1463,423,769,179,0,2203,1034,978
"Pocillopora_acuta_HIv2___RNAseq.g6131.t1",623,782,0,0,1868,0,1934,1501,0,1938
"Pocillopora_acuta_HIv2___RNAseq.g6132.t1",2418,2406,1663,569,4326,723,1136,1563,277,4010
"Pocillopora_acuta_HIv2___TS.g2668.t1b",384,743,588,571,837,1284,932,990,178,497
"Pocillopora_acuta_HIv2___RNAseq.g6136.t1",990,1141,3792,1089,3265,411,1186,3233,1462,2159
"Pocillopora_acuta_HIv2___RNAseq.g6137.t1",122,0,273,0,180,1755,899,17,945,0
"Pocillopora_acuta_HIv2___RNAseq.g6138.t1",1324,406,514,258,2893,1528,1039,2754,597,28
"Pocillopora_acuta_HIv2___RNAseq.g6142.t1",0,140,0,0,219,0,0,385,476,126
"Pocillopora_acuta_HIv2___RNAseq.g6140.t1",1895,1726,2288,0,2080,927,0,3021,2144,0
"Pocillopora_acuta_HIv2___RNAseq.g6141.t1",16661,15622,14178,12208,18816,19783,16876,14508,10482,9662
"Pocillopora_acuta_HIv2___RNAseq.g6144.t1b",667,0,459,90,675,1237,55,1150,0,482
"Pocillopora_acuta_HIv2___RNAseq.g6144.t1a",0,1126,505,0,823,44,0,387,539,0
"Pocillopora_acuta_HIv2___TS.g2685.t2",344,458,0,424,505,1416,0,787,264,0
"Pocillopora_acuta_HIv2___RNAseq.g6153.t1",842,0,1359,1057,1529,718,284,1415,1419,0
"Pocillopora_acuta_HIv2___RNAseq.g6154.t1",2925,1082,888,3902,5425,464,1900,2432,848,1767
"Pocillopora_acuta_HIv2___RNAseq.g6155.t2",2028,485,2839,1662,3777,3073,0,3016,0,0
"Pocillopora_acuta_HIv2___TS.g2689.t1",1819,30,471,2377,3662,35,1123,1765,5497,583
"Pocillopora_acuta_HIv2___RNAseq.g6157.t1",708,413,162,0,2941,0,0,492,1144,0
"Pocillopora_acuta_HIv2___RNAseq.g6161.t1",82,0,430,550,140,550,0,390,461,181
"Pocillopora_acuta_HIv2___RNAseq.g6164.t1",185,0,506,1104,541,842,145,182,638,0
"Pocillopora_acuta_HIv2___RNAseq.g6169.t1",178,665,326,0,82,325,2,435,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6170.t1b",2184,2011,2955,259,3425,1326,181,1592,3635,353
"Pocillopora_acuta_HIv2___RNAseq.g6171.t1",560,616,615,369,239,73,0,164,1289,0
"Pocillopora_acuta_HIv2___RNAseq.g6172.t1",315,3,93,0,179,921,0,826,5,0
"Pocillopora_acuta_HIv2___RNAseq.g6173.t1",1017,817,1230,2552,2802,1149,235,1330,511,1895
"Pocillopora_acuta_HIv2___RNAseq.g6174.t1",53,71,559,73,58,22,772,788,727,0
"Pocillopora_acuta_HIv2___TS.g2709.t1",5036,1128,5808,1204,7337,1608,123,9332,4210,1105
"Pocillopora_acuta_HIv2___TS.g2710.t1",50469,6028,60241,4231,75840,6245,5884,76216,43839,3852
"Pocillopora_acuta_HIv2___RNAseq.g6177.t1",1167,1833,2384,2284,3084,367,0,1993,165,20
"Pocillopora_acuta_HIv2___RNAseq.g6179.t1",905,870,627,629,1675,3468,0,1092,180,1612
"Pocillopora_acuta_HIv2___RNAseq.g6180.t1",314,39,168,516,219,317,0,469,266,0
"Pocillopora_acuta_HIv2___RNAseq.g6181.t1",23903,22786,19092,26677,27449,32770,21648,20703,17453,13726
"Pocillopora_acuta_HIv2___RNAseq.g6183.t1",14261,9088,10182,10709,13354,10000,10136,13508,14303,5436
"Pocillopora_acuta_HIv2___RNAseq.g6184.t1",2190,1473,1071,95,774,615,1475,1881,95,1832
"Pocillopora_acuta_HIv2___RNAseq.g6186.t1",22,0,472,0,425,448,0,361,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6187.t1",652,891,993,1369,2565,995,834,2043,3075,0
"Pocillopora_acuta_HIv2___RNAseq.g6190.t1",369,44,316,0,795,286,0,173,0,0
"Pocillopora_acuta_HIv2___RNAseq.19507_t",0,0,0,51,670,199,2155,265,0,0
"Pocillopora_acuta_HIv2___TS.g2727.t1",1202,450,1036,1892,150,1599,29,612,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6201.t1",89,51,92,18,144,23,16,68,172,5
"Pocillopora_acuta_HIv2___RNAseq.g6202.t1",1851,2424,104,0,364,526,676,41,627,650
"Pocillopora_acuta_HIv2___RNAseq.g6203.t1",1669,161,1940,730,2730,2429,27,1020,240,451
"Pocillopora_acuta_HIv2___RNAseq.g6204.t1",1319,299,1475,156,2256,0,107,1102,539,53
"Pocillopora_acuta_HIv2___RNAseq.g6205.t1",569,175,472,0,93,229,0,0,400,0
"Pocillopora_acuta_HIv2___RNAseq.g6208.t1",2137,1265,1921,1039,2667,853,3834,2229,597,1232
"Pocillopora_acuta_HIv2___RNAseq.g6209.t1",50,18,145,0,0,998,0,690,0,0
"Pocillopora_acuta_HIv2___TS.g2746.t1",3181,587,2687,168,7049,410,2296,5209,5650,334
"Pocillopora_acuta_HIv2___RNAseq.g6213.t1",1527,725,3120,1614,4758,1103,58,1321,3447,626
"Pocillopora_acuta_HIv2___RNAseq.g6214.t1",469,348,403,256,739,749,51,325,498,0
"Pocillopora_acuta_HIv2___RNAseq.g6216.t1",911,0,1591,1253,2052,326,383,5681,2562,971
"Pocillopora_acuta_HIv2___RNAseq.g6217.t1",5473,3117,4081,6383,5219,7579,6406,3590,749,2813
"Pocillopora_acuta_HIv2___RNAseq.g6218.t1",1446,1855,1268,4034,4736,4370,1075,2649,2013,2170
"Pocillopora_acuta_HIv2___TS.g2753.t1b",1264,515,1840,609,795,3004,3924,1741,1511,2189
"Pocillopora_acuta_HIv2___RNAseq.g6222.t1",95,18,71,0,114,592,8,179,26,0
"Pocillopora_acuta_HIv2___TS.g2757.t1",86,134,31,0,462,3,0,205,807,39
"Pocillopora_acuta_HIv2___RNAseq.g6225.t1",86,0,104,0,134,0,208,188,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6227.t1",220,337,0,630,57,2109,218,2610,55,1247
"Pocillopora_acuta_HIv2___RNAseq.g6231.t1",2,85,0,256,9,39,62,54,0,892
"Pocillopora_acuta_HIv2___RNAseq.g6235.t1",26,0,210,0,58,84,0,214,0,0
"Pocillopora_acuta_HIv2___TS.g2774.t1",292,275,861,369,409,400,205,203,163,113
"Pocillopora_acuta_HIv2___TS.g2781.t1",276,396,386,1655,699,1670,2356,552,101,0
"Pocillopora_acuta_HIv2___TS.g2784.t2",5782,4156,3658,1508,10413,2998,1647,4427,4188,1777
"Pocillopora_acuta_HIv2___RNAseq.g6249.t1",329,134,239,0,31,0,0,417,0,444
"Pocillopora_acuta_HIv2___TS.g2787.t1",3211,2100,5933,2398,5262,160,31,6392,3282,6803
"Pocillopora_acuta_HIv2___RNAseq.g6251.t1",2086,1462,2607,107,2571,935,765,1205,22,1290
"Pocillopora_acuta_HIv2___RNAseq.g6252.t1",331,0,275,618,398,0,0,422,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6253.t1",25303,18716,25752,24135,25548,22993,21597,26587,18390,13034
"Pocillopora_acuta_HIv2___RNAseq.g6254.t1",207,0,393,48,381,0,356,45,0,295
"Pocillopora_acuta_HIv2___RNAseq.g6255.t1",2218,2759,4699,2767,5040,3388,1180,5158,1330,1509
"Pocillopora_acuta_HIv2___RNAseq.g6256.t1",239,0,149,22,1400,997,0,1554,0,31
"Pocillopora_acuta_HIv2___RNAseq.g6257.t2",2029,1102,1871,1197,3127,1355,4241,2332,2644,9
"Pocillopora_acuta_HIv2___TS.g2796.t1",8215,3370,12956,5314,11884,5864,8184,7818,3463,3651
"Pocillopora_acuta_HIv2___RNAseq.g6259.t1",964,2156,1254,1849,1692,234,2125,3418,42,0
"Pocillopora_acuta_HIv2___RNAseq.19571_t",118,33,177,28,287,1780,0,326,194,0
"Pocillopora_acuta_HIv2___RNAseq.g6261.t1",886,217,922,0,315,412,789,1597,34,0
"Pocillopora_acuta_HIv2___TS.g2801.t1b",487,318,281,0,75,238,0,878,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6263.t1",220,0,366,55,228,0,40,3,55,0
"Pocillopora_acuta_HIv2___TS.g2803.t1a",542,0,674,849,708,0,0,249,0,3
"Pocillopora_acuta_HIv2___RNAseq.g6266.t1",880,138,1310,0,1096,0,274,262,830,264
"Pocillopora_acuta_HIv2___RNAseq.g6267.t1",539,1644,123,1097,0,399,0,280,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6270.t1",196,0,95,379,816,0,328,83,213,0
"Pocillopora_acuta_HIv2___RNAseq.g6273.t1",714,497,1576,499,1510,144,104,1655,1944,118
"Pocillopora_acuta_HIv2___RNAseq.g6274.t1",185,15,415,8,402,5,62,449,69,0
"Pocillopora_acuta_HIv2___RNAseq.g6275.t1",299,95,407,199,608,83,225,729,202,60
"Pocillopora_acuta_HIv2___RNAseq.g6276.t1",37,53,70,0,214,70,109,180,314,0
"Pocillopora_acuta_HIv2___RNAseq.g6277.t1",547,216,832,172,382,102,125,590,594,144
"Pocillopora_acuta_HIv2___RNAseq.g6278.t1",61,36,191,35,27,10,0,26,35,18
"Pocillopora_acuta_HIv2___RNAseq.g6279.t1",64,0,241,35,253,6,0,187,82,0
"Pocillopora_acuta_HIv2___RNAseq.g6280.t1",354,70,344,120,481,91,154,325,209,38
"Pocillopora_acuta_HIv2___RNAseq.g6282.t1",13,0,10,285,174,0,0,20,101,0
"Pocillopora_acuta_HIv2___RNAseq.g6283.t1",185,43,147,101,147,158,100,59,8,0
"Pocillopora_acuta_HIv2___RNAseq.g6284.t1",392,45,261,31,103,18,34,350,211,54
"Pocillopora_acuta_HIv2___TS.g2824.t1",268,191,326,130,237,276,54,116,1,0
"Pocillopora_acuta_HIv2___RNAseq.g6288.t1",1006,236,1122,199,616,290,25,917,469,145
"Pocillopora_acuta_HIv2___RNAseq.g6290.t1",51,0,169,250,212,0,7,33,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6291.t1",668,239,186,375,270,600,129,127,8,0
"Pocillopora_acuta_HIv2___TS.g2830.t1",318,40,412,149,598,79,95,458,142,23
"Pocillopora_acuta_HIv2___TS.g2831.t1",64,71,204,26,171,158,137,97,18,20
"Pocillopora_acuta_HIv2___TS.g2834.t1",71,60,118,111,49,69,34,121,0,0
"Pocillopora_acuta_HIv2___TS.g2835.t1",81,58,210,5,197,0,70,440,43,0
"Pocillopora_acuta_HIv2___RNAseq.g6299.t1",97,3,236,69,323,29,6,215,30,1
"Pocillopora_acuta_HIv2___RNAseq.g6301.t1",94,118,34,0,81,0,45,44,234,150
"Pocillopora_acuta_HIv2___TS.g2840.t1",98,569,123,848,118,58,0,1339,1526,0
"Pocillopora_acuta_HIv2___RNAseq.g6304.t1",825,0,57,0,1630,1608,0,1065,701,798
"Pocillopora_acuta_HIv2___RNAseq.g6305.t1",576,2023,1352,2230,2504,724,2982,3726,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6306.t1",855,811,317,117,855,1097,576,1362,873,736
"Pocillopora_acuta_HIv2___TS.g2846.t1",1153,815,1504,204,695,0,1215,286,1925,0
"Pocillopora_acuta_HIv2___RNAseq.g6311.t1",1381,498,1104,226,2421,50,4657,2444,1572,1418
"Pocillopora_acuta_HIv2___RNAseq.g6312.t1",2704,1145,2866,847,3891,4221,110,2669,1528,1032
"Pocillopora_acuta_HIv2___RNAseq.g6313.t1",745,237,120,797,818,890,2064,1235,476,0
"Pocillopora_acuta_HIv2___RNAseq.g6314.t1",13577,12737,19246,7100,23432,16350,17033,15085,13114,12267
"Pocillopora_acuta_HIv2___TS.g2852.t1",28,13,426,590,602,82,449,265,1079,0
"Pocillopora_acuta_HIv2___RNAseq.g6317.t2",908,46,813,670,1495,0,0,2122,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6318.t1",904,248,146,330,461,0,36,660,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6319.t1",205,686,477,60,370,848,0,714,132,324
"Pocillopora_acuta_HIv2___RNAseq.g6321.t1",760,171,1165,824,1842,758,0,1904,202,357
"Pocillopora_acuta_HIv2___RNAseq.g6324.t1",126,58,99,998,0,16,0,727,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6325.t1",1225,182,285,0,790,156,21,644,0,356
"Pocillopora_acuta_HIv2___RNAseq.g6326.t1b",54,115,735,0,552,884,1574,866,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6327.t1",0,1054,366,0,331,244,0,1311,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6329.t1",275,427,135,0,86,385,0,355,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6331.t1",836,0,1498,374,2683,558,886,1227,1068,0
"Pocillopora_acuta_HIv2___RNAseq.g6332.t1",531,531,647,739,1350,477,0,771,1634,0
"Pocillopora_acuta_HIv2___RNAseq.g6333.t1",1564,209,684,500,972,330,3552,183,277,505
"Pocillopora_acuta_HIv2___RNAseq.g6334.t1",16748,14844,13824,11062,26668,18766,13947,21427,15492,8251
"Pocillopora_acuta_HIv2___RNAseq.g6337.t1",0,178,363,171,251,1567,1110,129,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6345.t1",29,1,18,0,9,0,7,40,16,52
"Pocillopora_acuta_HIv2___RNAseq.g6350.t1",1792,0,4538,115,3190,0,195,8347,2741,18
"Pocillopora_acuta_HIv2___RNAseq.g6351.t1",3488,19,4091,23,7219,50,26,7384,2880,40
"Pocillopora_acuta_HIv2___RNAseq.g6374.t1",0,67,49,0,0,126,0,132,0,25
"Pocillopora_acuta_HIv2___RNAseq.g6377.t1",0,23,185,106,0,35,28,121,0,0
"Pocillopora_acuta_HIv2___RNAseq.g6400.t1",0,0,53,0,66,10,0,18,77,43
"Pocillopora_acuta_HIv2___RNAseq.g6359.t1",311,75,559,174,441,0,0,2177,0,93
"Pocillopora_acuta_HIv2___RNAseq.g6360.t1",289,203,142,691,351,498,0,388,0,31
"Pocillopora_acuta_HIv2___RNAseq.g6361.t1",11,35,10,17,11,37,18,17,8,6
"Pocillopora_acuta_HIv2___RNAseq.g6366.t1",17,0,693,0,232,0,0,642,1079,0
"Pocillopora_acuta_HIv2___RNAseq.g6367.t1",347,183,413,377,858,440,371,808,624,535
"Pocillopora_acuta_HIv2___TS.g2911.t1",59,58,0,91,4,41,0,28,0,8
