"","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"Pocillopora_acuta_HIv2___TS.g29308.t1",1122,502,2946,1224,1288,128,4768,3105,421,1175
"Pocillopora_acuta_HIv2___RNAseq.g11136.t1",433,169,758,43,669,208,706,3472,413,297
"Pocillopora_acuta_HIv2___RNAseq.g11140.t1",184,89,34,0,122,0,0,752,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11141.t1",447,2898,205,2683,1805,1340,1941,3630,1033,636
"Pocillopora_acuta_HIv2___RNAseq.g11142.t1",438,14,354,0,710,0,0,673,0,0
"Pocillopora_acuta_HIv2___TS.g29317.t1a",1071,387,480,115,1646,0,0,577,1607,1636
"Pocillopora_acuta_HIv2___TS.g29317.t1b",7380,5362,7481,2333,8016,5243,5207,7685,7407,3087
"Pocillopora_acuta_HIv2___TS.g29319.t1",772,53,2613,0,3388,645,196,1814,2023,104
"Pocillopora_acuta_HIv2___RNAseq.g11158.t1",1737,0,1817,0,1952,0,816,734,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11163.t1",618,348,370,0,429,0,1305,1446,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11171.t1",56,0,1198,33,1370,0,1206,105,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11177.t1",153,107,432,0,1528,0,0,848,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11180.t1",190,235,2411,806,383,931,963,0,0,1026
"Pocillopora_acuta_HIv2___RNAseq.g11181.t1",360,0,298,0,203,0,0,0,650,511
"Pocillopora_acuta_HIv2___RNAseq.g11182.t1",208,0,0,253,209,0,264,389,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11183.t1",339,613,95,164,220,0,0,178,1330,1049
"Pocillopora_acuta_HIv2___TS.g29356.t2",4062,1002,2235,330,2843,999,809,2699,1588,0
"Pocillopora_acuta_HIv2___TS.g29359.t1",802,373,214,0,1145,0,0,0,13,205
"Pocillopora_acuta_HIv2___TS.g29361.t1",4058,2175,3947,1200,2468,2317,1371,1979,3449,1357
"Pocillopora_acuta_HIv2___RNAseq.g11192.t1",250,0,509,208,41,0,0,343,208,0
"Pocillopora_acuta_HIv2___TS.g29363.t1",182,18,43,0,672,566,0,464,0,0
"Pocillopora_acuta_HIv2___TS.g29364.t1",89,42,206,111,180,0,72,283,221,0
"Pocillopora_acuta_HIv2___RNAseq.g11198.t1",5948,180,6543,0,8489,0,6,19972,5645,46
"Pocillopora_acuta_HIv2___TS.g29372.t2",227,2641,2,4907,329,4898,2804,364,0,3993
"Pocillopora_acuta_HIv2___RNAseq.g11203.t1",0,25,14,3,33,18,0,0,27,0
"Pocillopora_acuta_HIv2___TS.g29375.t1",218,944,1942,777,3593,438,67,2373,356,54
"Pocillopora_acuta_HIv2___RNAseq.g11206.t1",712,0,0,0,589,1130,0,878,0,595
"Pocillopora_acuta_HIv2___RNAseq.g11208.t1",668,0,143,313,233,0,0,732,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11209.t1",318,199,1104,0,1328,1000,0,2212,545,0
"Pocillopora_acuta_HIv2___RNAseq.g11210.t1",24069,9893,32426,7556,41220,12378,13802,50387,23715,5339
"Pocillopora_acuta_HIv2___RNAseq.g11212.t1",1065,652,574,450,1129,639,1216,1824,848,0
"Pocillopora_acuta_HIv2___RNAseq.g11213.t1",1598,1873,2584,978,1513,520,1513,2756,71,562
"Pocillopora_acuta_HIv2___RNAseq.g11214.t1",923,22,283,0,772,644,0,422,513,23
"Pocillopora_acuta_HIv2___TS.g29387.t2",712,4720,2217,3126,4308,7572,1726,2949,770,8250
"Pocillopora_acuta_HIv2___TS.g29388.t1",873,49,1141,2708,511,38,0,2068,2056,1906
"Pocillopora_acuta_HIv2___RNAseq.g11217.t1",2562,1171,2462,620,4081,3408,2270,2289,6021,41
"Pocillopora_acuta_HIv2___RNAseq.g11219.t1",80,0,21,0,0,52,0,385,85,459
"Pocillopora_acuta_HIv2___RNAseq.g11220.t1",1005,404,5134,568,3512,2032,445,3452,219,4812
"Pocillopora_acuta_HIv2___RNAseq.g11221.t1",94,12,9,713,35,85,0,78,0,70
"Pocillopora_acuta_HIv2___RNAseq.g11227.t1",773,964,3267,266,1276,1832,473,4884,4428,253
"Pocillopora_acuta_HIv2___RNAseq.g11228.t1",2476,952,4775,1856,6199,1562,2743,4788,1327,733
"Pocillopora_acuta_HIv2___RNAseq.g11229.t1",437,714,908,415,1623,1057,0,1164,57,0
"Pocillopora_acuta_HIv2___RNAseq.g11231.t1",152,0,354,166,215,0,0,388,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11232.t1",162,0,436,0,153,92,0,18,84,0
"Pocillopora_acuta_HIv2___TS.g29407.t1",529,0,189,0,50,0,0,3558,632,0
"Pocillopora_acuta_HIv2___RNAseq.g11251.t1",342,360,1049,957,1391,1682,0,1577,579,0
"Pocillopora_acuta_HIv2___RNAseq.g11252.t1",666,2205,1396,459,3046,512,0,2319,959,16
"Pocillopora_acuta_HIv2___RNAseq.g11253.t1",615,2249,223,0,893,1420,0,1248,15,0
"Pocillopora_acuta_HIv2___RNAseq.g11254.t1",3827,81,1839,204,5955,0,0,7531,8878,104
"Pocillopora_acuta_HIv2___RNAseq.g11255.t1",34,373,1022,0,826,767,0,1372,0,0
"Pocillopora_acuta_HIv2___TS.g29430.t2",8578,8496,6761,5633,9016,12907,9320,9717,4228,6271
"Pocillopora_acuta_HIv2___RNAseq.g11260.t2",205,0,40,0,76,613,0,40,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11261.t1",69,65,106,0,90,134,333,448,0,641
"Pocillopora_acuta_HIv2___RNAseq.g11262.t1",67,93,69,144,0,375,186,0,14,68
"Pocillopora_acuta_HIv2___RNAseq.g11263.t1",76,208,56,491,0,921,618,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11264.t1",207,0,295,1,335,1727,4,1415,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11265.t1",95,0,322,0,126,33,204,0,55,225
"Pocillopora_acuta_HIv2___RNAseq.g11269.t1",1483,350,430,430,2125,682,1967,1597,6,69
"Pocillopora_acuta_HIv2___RNAseq.g11283.t1",0,1488,0,196,2,174,0,221,0,485
"Pocillopora_acuta_HIv2___RNAseq.g11281.t1",53,0,125,0,59,788,0,313,809,0
"Pocillopora_acuta_HIv2___RNAseq.g11284.t1",5004,4698,4478,2399,5308,2938,4829,7003,2848,1325
"Pocillopora_acuta_HIv2___RNAseq.g11285.t1",524,681,1745,3683,514,1978,0,773,2914,0
"Pocillopora_acuta_HIv2___RNAseq.g11289.t1",2187,680,1797,7,3780,871,266,1732,128,1585
"Pocillopora_acuta_HIv2___RNAseq.g11290.t1",4257,5963,6568,6241,4548,3641,2595,5284,4534,2953
"Pocillopora_acuta_HIv2___TS.g29465.t2",343,1029,604,143,1149,1465,1198,239,90,0
"Pocillopora_acuta_HIv2___TS.g29480.t1",30,17,0,0,46,0,27,14,26,47
"Pocillopora_acuta_HIv2___RNAseq.g11306.t1",151,149,0,40,242,97,207,146,161,0
"Pocillopora_acuta_HIv2___RNAseq.g11307.t2",1755,391,1618,577,4132,170,1835,2393,1686,0
"Pocillopora_acuta_HIv2___RNAseq.g11308.t1",54,0,125,101,83,0,0,42,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11309.t1",1949,1548,2063,1402,3250,1993,0,5707,1051,65
"Pocillopora_acuta_HIv2___RNAseq.g11310.t1",368,0,596,0,791,229,695,344,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11311.t1",1897,109,1402,208,2569,185,0,717,990,1743
"Pocillopora_acuta_HIv2___RNAseq.g11312.t1",1154,2238,758,2123,1898,76,103,2219,1680,4363
"Pocillopora_acuta_HIv2___RNAseq.g11313.t1",478,74,1157,45,857,884,0,642,1063,2927
"Pocillopora_acuta_HIv2___TS.g29488.t2",1005,0,1896,220,1951,403,509,1615,121,233
"Pocillopora_acuta_HIv2___RNAseq.g11315.t1",986,547,13,332,591,1154,0,625,110,0
"Pocillopora_acuta_HIv2___RNAseq.g11318.t1",1448,2272,1192,3925,1440,8439,1772,2193,461,6426
"Pocillopora_acuta_HIv2___TS.g29496.t1",19,1813,533,1073,349,6600,1797,1796,3,8
"Pocillopora_acuta_HIv2___RNAseq.g11321.t1",25947,21088,22806,19343,41399,28848,17109,28450,23466,6257
"Pocillopora_acuta_HIv2___RNAseq.g11322.t1",886,602,1154,992,4060,2288,534,2030,7,354
"Pocillopora_acuta_HIv2___RNAseq.g11323.t1",3443,610,1955,969,2945,2726,802,1703,937,1880
"Pocillopora_acuta_HIv2___RNAseq.g11325.t1",422,0,1131,1359,1209,1054,2085,1015,0,0
"Pocillopora_acuta_HIv2___TS.g29502.t2",1534,618,4103,0,1130,981,0,1864,2704,171
"Pocillopora_acuta_HIv2___RNAseq.g11327.t1a",759,675,112,216,606,0,2457,2021,1569,0
"Pocillopora_acuta_HIv2___TS.g29511.t1",1482,1342,793,1861,5431,1717,3020,4194,2876,2374
"Pocillopora_acuta_HIv2___RNAseq.2466_t",275,952,0,1305,16,680,1497,41,0,587
"Pocillopora_acuta_HIv2___RNAseq.g11333.t1",1559,0,1596,812,2280,0,0,1573,143,0
"Pocillopora_acuta_HIv2___RNAseq.g11334.t1a",291,56,318,114,251,223,273,318,527,1080
"Pocillopora_acuta_HIv2___RNAseq.g11338.t1",316,136,441,1184,227,4634,2240,1281,757,3626
"Pocillopora_acuta_HIv2___RNAseq.g11340.t1",19,0,107,108,0,721,468,292,21,442
"Pocillopora_acuta_HIv2___RNAseq.g11342.t1",2411,0,1119,1645,3059,841,150,2615,854,78
"Pocillopora_acuta_HIv2___RNAseq.g11343.t1",4357,193,5228,320,6771,494,433,7978,3620,1847
"Pocillopora_acuta_HIv2___RNAseq.2475_t",408,260,1141,807,298,1720,11,145,1436,3323
"Pocillopora_acuta_HIv2___RNAseq.g11345.t1",2100,3421,2604,7,6340,98,945,4418,333,0
"Pocillopora_acuta_HIv2___RNAseq.g11346.t1",3207,1184,2814,405,4544,3769,1321,1534,337,406
"Pocillopora_acuta_HIv2___RNAseq.g11347.t1",1632,2595,906,4560,1493,996,486,2333,645,1038
"Pocillopora_acuta_HIv2___RNAseq.2480_t",990,837,2471,0,1712,257,0,240,0,24
"Pocillopora_acuta_HIv2___RNAseq.g11350.t1",1152,2387,3837,0,4523,1076,0,1229,2965,0
"Pocillopora_acuta_HIv2___RNAseq.g11352.t1",0,0,0,0,444,107,66,384,0,19
"Pocillopora_acuta_HIv2___TS.g29531.t1",2787,1520,4816,2538,6990,2945,2097,4257,4847,5233
"Pocillopora_acuta_HIv2___RNAseq.g11353.t1",30,113,96,376,871,510,59,172,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11354.t1",0,1268,1146,665,512,0,0,1494,0,0
"Pocillopora_acuta_HIv2___TS.g29536.t1",889,0,1472,0,1197,381,0,949,9,0
"Pocillopora_acuta_HIv2___RNAseq.g24622.t1",44,0,169,598,120,134,673,51,40,0
"Pocillopora_acuta_HIv2___RNAseq.g24623.t1",1936,1164,2174,1861,2274,336,55,3670,649,962
"Pocillopora_acuta_HIv2___TS.g21024.t2",6561,2875,7835,3574,9239,7544,5156,5942,2476,3577
"Pocillopora_acuta_HIv2___RNAseq.2502_t",93,102,11,166,197,242,9,16,288,0
"Pocillopora_acuta_HIv2___RNAseq.g24626.t1",719,1266,371,1609,725,2279,586,0,0,0
"Pocillopora_acuta_HIv2___TS.g21027.t2",2900,564,1824,923,1882,868,1602,2558,773,373
"Pocillopora_acuta_HIv2___RNAseq.g24628.t1",1509,977,881,281,2537,343,83,151,3651,66
"Pocillopora_acuta_HIv2___RNAseq.g24629.t1",1766,870,90,0,0,1492,2674,2110,24,1770
"Pocillopora_acuta_HIv2___TS.g21030.t2",2165,1344,2425,0,1490,0,0,4228,246,3
"Pocillopora_acuta_HIv2___RNAseq.g24636.t1",1645,1622,1960,2472,3170,6353,1676,3268,756,0
"Pocillopora_acuta_HIv2___TS.g21035.t1",590,819,1441,356,1149,319,338,1025,66,1342
"Pocillopora_acuta_HIv2___RNAseq.g24638.t1",822,1248,1265,4134,2295,1450,385,3473,2958,1039
"Pocillopora_acuta_HIv2___RNAseq.g24639.t1",1806,441,3401,1903,2123,2362,167,2862,3916,1956
"Pocillopora_acuta_HIv2___RNAseq.g24640.t1",4325,4310,8120,3458,6613,6314,2637,6463,1980,1889
"Pocillopora_acuta_HIv2___TS.g21039.t1",1701,827,1093,567,1144,1789,1098,2295,1668,873
"Pocillopora_acuta_HIv2___RNAseq.g24642.t1",303,0,659,932,1117,1889,0,877,947,241
"Pocillopora_acuta_HIv2___RNAseq.g24643.t1",43,0,296,312,595,546,0,579,1309,0
"Pocillopora_acuta_HIv2___RNAseq.g24644.t1",339,1201,1070,66,1877,33,0,515,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24645.t1",1624,360,3168,1174,2240,2214,249,1239,0,3887
"Pocillopora_acuta_HIv2___RNAseq.g24648.t1",1332,0,406,0,1050,2439,0,714,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24649.t1",1070,0,3605,0,1686,0,0,42,3065,0
"Pocillopora_acuta_HIv2___RNAseq.g24650.t1",447,146,798,0,174,145,538,582,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24651.t1",3827,3803,2677,3149,1902,5909,4029,3311,1149,3404
"Pocillopora_acuta_HIv2___RNAseq.g24653.t2",2356,1002,1122,337,2483,567,965,1317,779,1521
"Pocillopora_acuta_HIv2___RNAseq.g24654.t1",483,104,562,71,998,95,0,765,484,1140
"Pocillopora_acuta_HIv2___RNAseq.g24656.t1",662,86,802,0,607,0,16,8,689,0
"Pocillopora_acuta_HIv2___RNAseq.2533_t",176,5720,0,4200,0,5952,21075,77,154,320
"Pocillopora_acuta_HIv2___RNAseq.g24660.t1",3478,504,2018,151,3118,1694,3,3075,3315,0
"Pocillopora_acuta_HIv2___RNAseq.g24661.t1",286,12,271,16,43,0,60,256,0,18
"Pocillopora_acuta_HIv2___RNAseq.g24665.t1",150,865,462,0,0,0,414,508,88,0
"Pocillopora_acuta_HIv2___RNAseq.g24666.t1",1368,1786,2641,3376,7527,4944,1934,2850,5548,808
"Pocillopora_acuta_HIv2___RNAseq.g24667.t1",729,527,24,864,0,0,0,382,942,0
"Pocillopora_acuta_HIv2___RNAseq.2545_t",874,1341,623,1321,807,587,1031,5084,61,2132
"Pocillopora_acuta_HIv2___RNAseq.g24672.t1",173,95,482,21,300,30,0,20,21,0
"Pocillopora_acuta_HIv2___RNAseq.g24675.t1",26,0,98,0,92,0,0,23,192,0
"Pocillopora_acuta_HIv2___RNAseq.g24677.t1",398,0,1012,0,306,1249,0,878,765,0
"Pocillopora_acuta_HIv2___RNAseq.g24678.t1",744,1028,95,828,0,1111,1329,600,0,400
"Pocillopora_acuta_HIv2___RNAseq.g24682.t1",343,373,477,61,1326,0,0,86,259,0
"Pocillopora_acuta_HIv2___TS.g21084.t1",1813,1216,2490,910,2226,1846,1077,3876,1276,427
"Pocillopora_acuta_HIv2___RNAseq.g24683.t1",234,0,322,43,362,0,2,628,4,0
"Pocillopora_acuta_HIv2___RNAseq.g24684.t1",810,657,2234,1860,1780,1076,1164,843,1864,1514
"Pocillopora_acuta_HIv2___RNAseq.g24686.t1",2788,345,391,1447,2289,1093,4387,2539,2275,1408
"Pocillopora_acuta_HIv2___RNAseq.g24688.t1",427,2169,67,625,112,5913,3996,2225,0,443
"Pocillopora_acuta_HIv2___RNAseq.g24695.t1",114,684,231,34,1178,765,142,664,525,676
"Pocillopora_acuta_HIv2___TS.g21098.t1",117,0,370,0,1828,1700,281,249,0,1533
"Pocillopora_acuta_HIv2___RNAseq.g24697.t1",264,0,35,413,2655,1104,564,82,989,0
"Pocillopora_acuta_HIv2___RNAseq.g24698.t1",2965,4643,5688,4542,7416,6179,5974,6801,5059,2615
"Pocillopora_acuta_HIv2___RNAseq.g24699.t1",1635,0,2455,1089,855,1231,0,2459,1371,1046
"Pocillopora_acuta_HIv2___RNAseq.g24700.t1",2246,376,4963,989,2437,0,757,1456,281,1367
"Pocillopora_acuta_HIv2___RNAseq.g24704.t1",23,0,0,408,891,512,0,1138,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24706.t1",60,49,841,177,740,1460,156,1420,467,214
"Pocillopora_acuta_HIv2___RNAseq.g24707.t1",131,519,309,0,44,5452,1246,69,158,213
"Pocillopora_acuta_HIv2___RNAseq.g24708.t1",188,0,0,0,432,823,1150,653,0,0
"Pocillopora_acuta_HIv2___RNAseq.2585_t",0,1039,1484,1815,1155,938,0,563,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24709.t1",131,84,134,302,154,777,0,171,29,0
"Pocillopora_acuta_HIv2___RNAseq.g24711.t1",278,0,413,0,1168,444,444,201,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24712.t1",1227,724,548,0,700,1174,326,1895,144,0
"Pocillopora_acuta_HIv2___RNAseq.g24714.t1",408,233,467,48,2060,131,2273,1044,30,110
"Pocillopora_acuta_HIv2___RNAseq.g24715.t1",411,80,556,0,0,987,151,186,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24717.t1",655,532,1042,0,1232,813,328,403,1588,102
"Pocillopora_acuta_HIv2___RNAseq.g24718.t1",1990,1892,5400,1414,5623,2548,1080,875,1330,0
"Pocillopora_acuta_HIv2___TS.g21126.t2",112,494,213,0,957,0,466,57,452,0
"Pocillopora_acuta_HIv2___TS.g21127.t1c",2525,1319,4327,0,4360,0,3706,1012,2457,937
"Pocillopora_acuta_HIv2___TS.g21128.t1",395,0,867,0,50,0,0,685,258,0
"Pocillopora_acuta_HIv2___RNAseq.g24726.t1",316,707,103,355,831,952,3259,1735,182,0
"Pocillopora_acuta_HIv2___RNAseq.g24727.t1",1526,624,863,1512,1739,2324,645,2173,1839,0
"Pocillopora_acuta_HIv2___RNAseq.g24729.t1",838,0,579,187,1508,1016,2024,1334,0,0
"Pocillopora_acuta_HIv2___RNAseq.2613_t",794,241,2140,210,2483,289,0,267,4348,1038
"Pocillopora_acuta_HIv2___TS.g21139.t1",988,592,1259,4669,524,383,3617,775,2055,5
"Pocillopora_acuta_HIv2___TS.g21140.t1",617,0,1447,0,2498,1900,2311,2878,0,0
"Pocillopora_acuta_HIv2___RNAseq.2618_t",250,0,291,68,421,25,0,173,929,0
"Pocillopora_acuta_HIv2___RNAseq.g24740.t1",57,452,847,0,1490,445,0,797,729,0
"Pocillopora_acuta_HIv2___RNAseq.g24742.t1",778,1986,1094,856,141,0,328,1042,750,0
"Pocillopora_acuta_HIv2___RNAseq.g24743.t1",1023,612,902,316,1642,1532,2578,391,255,427
"Pocillopora_acuta_HIv2___RNAseq.g24744.t1",5271,3494,3705,2090,7990,4377,1664,4734,2621,1408
"Pocillopora_acuta_HIv2___RNAseq.g24746.t1",651,0,1560,589,2209,0,0,1383,0,2212
"Pocillopora_acuta_HIv2___RNAseq.g24747.t1",11136,11119,10753,6062,18157,6219,9493,11120,6679,2856
"Pocillopora_acuta_HIv2___RNAseq.g24750.t1",884,428,769,474,890,751,0,0,0,1052
"Pocillopora_acuta_HIv2___RNAseq.g24756.t1",476,1576,2585,204,1039,1073,594,3579,262,11
"Pocillopora_acuta_HIv2___RNAseq.g24758.t1",370,965,398,1127,390,1894,0,398,40,0
"Pocillopora_acuta_HIv2___RNAseq.g24760.t1",305,124,1055,0,483,0,0,142,509,0
"Pocillopora_acuta_HIv2___RNAseq.g24761.t1",7824,955,8465,847,9649,677,0,8541,8380,207
"Pocillopora_acuta_HIv2___RNAseq.g24762.t1",39,1,37,2,26,0,0,29,40,9
"Pocillopora_acuta_HIv2___RNAseq.g24764.t1",623,0,1312,0,1800,0,196,1481,1799,0
"Pocillopora_acuta_HIv2___RNAseq.g24765.t1",16,116,963,161,0,0,0,229,0,120
"Pocillopora_acuta_HIv2___RNAseq.g24766.t1",101,2588,186,1265,179,686,2250,1351,68,606
"Pocillopora_acuta_HIv2___RNAseq.g24774.t1",349,547,0,1558,0,229,1067,182,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24776.t1",987,184,0,0,297,0,0,277,246,0
"Pocillopora_acuta_HIv2___TS.g21184.t2",1559,735,2844,848,2693,1019,327,1072,1857,567
"Pocillopora_acuta_HIv2___RNAseq.g24783.t1",0,1864,0,871,0,0,0,1002,87,799
"Pocillopora_acuta_HIv2___TS.g21189.t1b",1177,188,1588,1256,2950,1077,3771,411,1058,0
"Pocillopora_acuta_HIv2___TS.g21189.t1a",854,449,159,0,169,746,975,0,1025,105
"Pocillopora_acuta_HIv2___RNAseq.g24786.t1",1362,138,0,0,168,140,0,1101,455,143
"Pocillopora_acuta_HIv2___RNAseq.g24787.t1",953,0,1219,0,1165,0,0,257,253,0
"Pocillopora_acuta_HIv2___RNAseq.g24788.t2",131,0,758,774,505,422,172,8,113,0
"Pocillopora_acuta_HIv2___RNAseq.g24789.t1",42,1294,0,0,36,31,28,181,0,327
"Pocillopora_acuta_HIv2___RNAseq.g24790.t1",557,663,808,51,1902,374,0,468,405,13
"Pocillopora_acuta_HIv2___RNAseq.g24791.t1",1511,717,1548,0,1901,589,0,1747,228,0
"Pocillopora_acuta_HIv2___RNAseq.g24792.t1",59,74,181,873,332,5,0,67,1098,0
"Pocillopora_acuta_HIv2___RNAseq.g24795.t1",985,746,995,0,2551,473,0,1232,1726,0
"Pocillopora_acuta_HIv2___RNAseq.g24799.t2",110,41,679,0,846,477,90,790,125,59
"Pocillopora_acuta_HIv2___RNAseq.g24800.t1",354,35,1877,37,675,5,0,553,775,0
"Pocillopora_acuta_HIv2___RNAseq.g24803.t1",51,40,97,12,35,57,54,32,129,7
"Pocillopora_acuta_HIv2___TS.g21207.t2",290,675,370,0,1274,0,309,1302,342,0
"Pocillopora_acuta_HIv2___RNAseq.g24807.t1",9,43,349,1254,2629,0,1186,18,0,390
"Pocillopora_acuta_HIv2___TS.g21209.t3",4920,4726,7104,1569,5667,9090,6512,7129,3225,2615
"Pocillopora_acuta_HIv2___TS.g21212.t1",230,6,262,115,218,12,3,57,3,0
"Pocillopora_acuta_HIv2___RNAseq.g24812.t1",52,0,359,0,920,0,1085,738,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24814.t1",1394,422,1607,1044,1739,505,801,1145,1806,5911
"Pocillopora_acuta_HIv2___RNAseq.g24815.t1",95,32,16,0,13,0,0,21,60,0
"Pocillopora_acuta_HIv2___RNAseq.g24816.t1",2444,982,2042,327,3302,1895,1945,1368,1328,0
"Pocillopora_acuta_HIv2___RNAseq.g24829.t1",0,0,163,0,36,38,0,17,343,0
"Pocillopora_acuta_HIv2___RNAseq.g24818.t1",99,0,195,99,87,133,134,235,14,0
"Pocillopora_acuta_HIv2___RNAseq.g24820.t1",57,38,8,4,279,13,0,60,7,34
"Pocillopora_acuta_HIv2___RNAseq.g24821.t1",18,19,27,16,21,18,11,31,23,6
"Pocillopora_acuta_HIv2___RNAseq.g24822.t1",44,15,31,14,46,34,39,32,37,5
"Pocillopora_acuta_HIv2___RNAseq.g24825.t1",238,4,234,128,94,168,208,304,207,0
"Pocillopora_acuta_HIv2___RNAseq.g24828.t1",52,61,25,26,47,68,0,39,109,116
"Pocillopora_acuta_HIv2___TS.g21233.t1",72,11,76,15,58,30,39,102,43,2
"Pocillopora_acuta_HIv2___RNAseq.g24836.t1",466,129,1580,438,705,151,55,915,859,107
"Pocillopora_acuta_HIv2___RNAseq.g24841.t1",1013,52,630,316,843,774,168,320,1045,449
"Pocillopora_acuta_HIv2___RNAseq.g24847.t1",900,598,338,0,450,690,344,435,390,0
"Pocillopora_acuta_HIv2___RNAseq.g24849.t1",258,0,126,2,290,71,0,755,2,627
"Pocillopora_acuta_HIv2___TS.g21251.t2",1178,172,1083,1103,817,654,2190,1010,1187,968
"Pocillopora_acuta_HIv2___RNAseq.g24852.t1",1318,0,0,1975,181,0,0,1345,662,162
"Pocillopora_acuta_HIv2___RNAseq.g24853.t1",909,0,822,0,2364,998,361,866,2210,0
"Pocillopora_acuta_HIv2___RNAseq.g24857.t1",239,331,33,0,46,20,0,60,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24858.t1",1650,2066,1473,861,1446,1569,426,1071,813,2575
"Pocillopora_acuta_HIv2___RNAseq.g24859.t1",3216,1993,2052,943,1101,4461,2608,1409,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24860.t1",126,0,1330,7,3719,0,202,1140,4902,0
"Pocillopora_acuta_HIv2___RNAseq.g24864.t1",7,0,14,39,30,0,0,11,26,0
"Pocillopora_acuta_HIv2___RNAseq.g24866.t1",659,545,524,3,905,169,58,57,11,360
"Pocillopora_acuta_HIv2___RNAseq.g24868.t1",1175,28,2504,108,1178,1422,2790,2530,184,3373
"Pocillopora_acuta_HIv2___RNAseq.g24883.t1",238,42,74,134,169,51,209,47,37,92
"Pocillopora_acuta_HIv2___TS.g21285.t2",2299,256,2012,387,911,137,0,1228,1226,1137
"Pocillopora_acuta_HIv2___RNAseq.g24885.t1",0,178,536,0,433,193,0,265,0,0
"Pocillopora_acuta_HIv2___TS.g21287.t2",2864,2775,3537,1477,7457,3474,2125,7681,4671,554
"Pocillopora_acuta_HIv2___RNAseq.g24887.t1",393,549,228,3,832,121,247,106,37,1026
"Pocillopora_acuta_HIv2___RNAseq.g24889.t1a",98,911,555,29,446,816,0,523,48,0
"Pocillopora_acuta_HIv2___TS.g21290.t1",8,377,30,47,0,795,2688,0,0,324
"Pocillopora_acuta_HIv2___RNAseq.g24891.t1",317,648,658,47,792,0,958,1312,0,15
"Pocillopora_acuta_HIv2___RNAseq.g24892.t1",719,130,693,72,1437,1287,1578,917,1750,0
"Pocillopora_acuta_HIv2___RNAseq.g24894.t1",578,270,130,0,163,19,0,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24896.t1",125,3093,0,1370,168,1232,1462,284,553,735
"Pocillopora_acuta_HIv2___RNAseq.g24899.t1",746,4528,9,730,510,1967,1138,1286,0,2129
"Pocillopora_acuta_HIv2___RNAseq.g24904.t1",18,0,606,611,140,2502,0,260,0,0
"Pocillopora_acuta_HIv2___TS.g21305.t1",0,731,109,576,730,1343,0,1979,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24907.t1",1961,648,1058,290,2330,828,333,139,0,524
"Pocillopora_acuta_HIv2___RNAseq.g24908.t1",588,328,862,1181,589,3610,1950,3172,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24909.t1",794,4560,709,1488,2940,463,0,1051,1412,5922
"Pocillopora_acuta_HIv2___RNAseq.g24910.t1",548,340,641,533,1285,244,267,617,613,1091
"Pocillopora_acuta_HIv2___RNAseq.g24914.t1",391,487,22,0,413,1307,0,626,0,0
"Pocillopora_acuta_HIv2___RNAseq.2795_t",1078,0,1125,0,1972,329,0,1460,0,0
"Pocillopora_acuta_HIv2___TS.g21317.t2",1709,141,48,0,79,0,0,624,670,0
"Pocillopora_acuta_HIv2___RNAseq.g24919.t1",2016,30,813,1274,2061,0,2832,848,70,1128
"Pocillopora_acuta_HIv2___RNAseq.g24920.t1",845,89,434,1786,1464,1688,2650,2741,2153,119
"Pocillopora_acuta_HIv2___RNAseq.g24921.t1",1174,120,832,369,508,756,0,1288,0,0
"Pocillopora_acuta_HIv2___RNAseq.g24922.t1",1721,1633,2080,1468,1401,553,1358,3204,539,418
"Pocillopora_acuta_HIv2___RNAseq.g24923.t1",951,0,883,0,378,88,0,290,163,0
"Pocillopora_acuta_HIv2___RNAseq.g24924.t1",228,58,1129,0,0,1218,890,1406,139,0
"Pocillopora_acuta_HIv2___RNAseq.g24926.t1",789,0,598,544,418,1673,862,145,81,222
