#Insert size (bp)	insert size
436.0	22114.0
437.0	21944.0
438.0	22111.0
439.0	21934.0
440.0	21794.0
441.0	21584.0
442.0	21509.0
443.0	21428.0
444.0	21381.0
445.0	20986.0
446.0	20823.0
447.0	21081.0
448.0	20866.0
449.0	20697.0
450.0	20683.0
451.0	20576.0
452.0	20408.0
453.0	20312.0
454.0	20261.0
455.0	20098.0
456.0	19843.0
457.0	19915.0
458.0	19491.0
459.0	19637.0
460.0	19724.0
461.0	19361.0
462.0	19372.0
463.0	19555.0
464.0	19522.0
465.0	19313.0
466.0	19140.0
467.0	19050.0
468.0	19065.0
469.0	18922.0
470.0	18947.0
471.0	19038.0
472.0	18778.0
473.0	18930.0
474.0	19052.0
475.0	18838.0
476.0	18848.0
477.0	18637.0
478.0	18452.0
479.0	18339.0
480.0	18503.0
481.0	18772.0
482.0	18635.0
483.0	18722.0
484.0	18583.0
485.0	18569.0
486.0	18678.0
487.0	18575.0
488.0	18745.0
489.0	18902.0
490.0	18908.0
491.0	19093.0
492.0	19428.0
493.0	19708.0
494.0	19888.0
495.0	20041.0
496.0	20376.0
497.0	20701.0
498.0	21066.0
499.0	22139.0
500.0	23847.0
