"","LCM_1","LCM_11","LCM_12","LCM_17","LCM_18","LCM_24","LCM_25","LCM_3","LCM_32","LCM_33"
"Pocillopora_acuta_HIv2___RNAseq.g4165.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4166.t1",80,100,0,0,27.25,5.875,10,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4778.t1",NA,NA,NA,NA,0,7.333333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4169.t1",NA,NA,NA,NA,NA,14.94117647,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4170.t1",NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4171.t1",4.615384615,0,1.818181818,0,0,3.262626263,24.5,0,0,92
"Pocillopora_acuta_HIv2___TS.g4782.t1",NA,NA,NA,NA,60,2.333333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4172.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4173.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4174.t1",0,0,0,0,8.827586207,5.909090909,5.714285714,0,NA,0
"Pocillopora_acuta_HIv2___RNAseq.26630_ta",NA,7.25,14.18181818,NA,0,3.716216216,2.585365854,66.66666667,0,NA
"Pocillopora_acuta_HIv2___RNAseq.26630_tb",3.333333333,NA,30.5,13.33333333,0,3.368421053,3,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4177.t1",5,0,15.15384615,27.6,4.02173913,5.996108949,1.857142857,20,40,17.09090909
"Pocillopora_acuta_HIv2___RNAseq.g4178.t1",14,16.8,22.66666667,22.5,19.6,6.818181818,9.090909091,NA,4,27.35714286
"Pocillopora_acuta_HIv2___TS.g4789.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4180.t1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4791.t1",NA,NA,NA,NA,20,51.71428571,60,100,NA,NA
"Pocillopora_acuta_HIv2___TS.g4792.t1",NA,NA,NA,30,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4793.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4185.t1",2.818181818,72.33333333,0,27.44444444,18.65384615,2.009433962,6.682539683,18.36363636,9.894736842,0
"Pocillopora_acuta_HIv2___RNAseq.g4186.t1d",89.25,NA,40,NA,37.8,5.280701754,0,NA,53.33333333,NA
"Pocillopora_acuta_HIv2___RNAseq.g4186.t1c",0,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4186.t1b",NA,NA,NA,NA,46.6,4.75,0,NA,0.6875,NA
"Pocillopora_acuta_HIv2___RNAseq.g4186.t1a",1.176470588,40,NA,NA,8.571428571,4.371794872,2.117647059,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g4796.t1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4796.t1a",NA,NA,NA,NA,NA,5.555555556,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4188.t1",NA,NA,NA,NA,40,NA,16.66666667,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4189.t1",1.473684211,3.333333333,9.363636364,32.76470588,10.22727273,3.416666667,3.166666667,10,0,17.5
"Pocillopora_acuta_HIv2___RNAseq.26642_t",0,NA,12,0,81.25,2.08,0,NA,NA,10
"Pocillopora_acuta_HIv2___RNAseq.g4191.t1b",0,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4191.t1a",0,NA,20,0,51.18181818,8.434782609,13.27272727,0,NA,6.666666667
"Pocillopora_acuta_HIv2___RNAseq.g4192.t1",33.90909091,20,0,0,12,8.404411765,7,NA,32.72727273,NA
"Pocillopora_acuta_HIv2___RNAseq.g4193.t2",18,0,0,0,11.22222222,14.27536232,3.2,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4194.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4805.t1",NA,100,27.33333333,30,0,45.96296296,60,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4196.t1",NA,0,2.857142857,NA,45.5,13.75757576,0,NA,100,99.11111111
"Pocillopora_acuta_HIv2___RNAseq.g4197.t1",NA,NA,NA,0,NA,10.4,NA,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4198.t1",88.66666667,NA,NA,NA,80,75.05555556,95.55555556,NA,NA,100
"Pocillopora_acuta_HIv2___TS.g4809.t1",0,50,2.4,11,18.14285714,11.50847458,14.46511628,20,NA,2
"Pocillopora_acuta_HIv2___TS.g4810.t1",NA,0,0,NA,16.07692308,4.918367347,20,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4811.t1",1.666666667,NA,6.6,5.333333333,0,4.926829268,8.769230769,0,3.25,0
"Pocillopora_acuta_HIv2___RNAseq.g4201.t1",1.666666667,NA,NA,NA,0,3,7.4,0,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g4202.t1",6.489795918,8.6,66.25,10.75555556,25.14583333,6.211940299,9.967213115,9.866666667,0,20
"Pocillopora_acuta_HIv2___TS.g4813.t3a",NA,NA,NA,NA,NA,4.837209302,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4813.t3b",33,27.58333333,77,35.71428571,20,7.257142857,19.77272727,0,NA,88
"Pocillopora_acuta_HIv2___RNAseq.g4205.t1",NA,6.4,10,NA,20,4.088888889,10.66666667,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4206.t1",0,2.666666667,NA,NA,0,3.384615385,6.25,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4207.t1",NA,NA,41.05882353,5.6,6.545454545,3.70212766,0.7407407407,100,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4208.t1",5.142857143,NA,NA,0,NA,1.75,10,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4209.t1",NA,0,NA,10,NA,4.416666667,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4210.t1",NA,NA,NA,NA,52.5,24.4,0,80,80,NA
"Pocillopora_acuta_HIv2___RNAseq.g4211.t1",NA,NA,NA,NA,NA,23.3,NA,70,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4212.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4213.t1",2,NA,NA,NA,20,2.736842105,0,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4214.t1",NA,0,0,20,NA,6.206896552,NA,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4215.t1",NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4216.t1",NA,NA,NA,NA,NA,82.5,NA,NA,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g4217.t1",0,NA,NA,NA,16.25,0.7272727273,15.4,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4218.t1",NA,NA,0,NA,NA,18,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4219.t1",25.375,25.8,21.04347826,12.1875,9.448275862,12.3655914,19.65116279,21.75,17.25,19.88235294
"Pocillopora_acuta_HIv2___TS.g4829.t1",NA,NA,NA,NA,NA,43,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4220.t1",0,NA,2.857142857,20,16.75,3.455555556,11.2,22.22222222,NA,100
"Pocillopora_acuta_HIv2___TS.g4831.t1",69.5,0,0,62.5,13.33333333,6.868181818,31.3,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4222.t1",0,NA,0,NA,12,3.422680412,1.25,0,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4223.t1",7.888888889,53.88888889,9.72,5.315789474,27.48648649,4.526682135,4.517857143,52.5,43.03846154,45.94117647
"Pocillopora_acuta_HIv2___TS.g4834.t1",NA,NA,NA,NA,0,55,52.33333333,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4835.t2",NA,NA,NA,40,32.85714286,14.66666667,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4227.t1",NA,0,NA,NA,NA,33.33333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4228.t1",NA,NA,NA,NA,80,3.333333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4229.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4230.t1",NA,NA,NA,NA,NA,100,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4840.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4232.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4233.t1",NA,NA,NA,100,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4234.t1",NA,NA,NA,NA,NA,NA,NA,NA,60,NA
"Pocillopora_acuta_HIv2___RNAseq.g4235.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4236.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4237.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4847.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4238.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4239.t1",27.66666667,NA,0,2.75,32,30.09756098,11.53333333,62.25,48.41666667,NA
"Pocillopora_acuta_HIv2___RNAseq.g4240.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4241.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4242.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4243.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4244.t1",NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4245.t1",NA,NA,NA,40,20,9.333333333,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4246.t1",NA,NA,NA,NA,NA,57,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4247.t1",NA,NA,0,NA,NA,4.272727273,22,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4248.t1",NA,NA,NA,NA,NA,12,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g4249.t1",NA,48.23529412,2.75,0,8.333333333,3.353448276,5.208333333,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g4860.t1",NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g4250.t1",15.11111111,0,0,8,11.08333333,4.036885246,3.779220779,0,7.333333333,2.357142857
"Pocillopora_acuta_HIv2___RNAseq.g4251.t1",0,0,6.4,20.4,15.2,2.8046875,3.071428571,8,2,100
"Pocillopora_acuta_HIv2___RNAseq.g4252.t1",0,20,0,0,12.27586207,6.012345679,1.285714286,0,22.16666667,NA
"Pocillopora_acuta_HIv2___RNAseq.g4253.t1",1.333333333,0,0,4.166666667,1.904761905,4.253968254,17.6,55,NA,99.23076923
"Pocillopora_acuta_HIv2___RNAseq.g7118.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7119.t3",NA,NA,NA,60,3.333333333,1.306451613,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7120.t1",NA,0,0,10.22222222,16.02941176,2.288,1,5.076923077,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7121.t1",0.7,NA,NA,NA,15,6.2,0,11.3,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g7122.t1",0,0,14.38461538,0,13.35483871,4.585106383,2.69047619,0,0.6875,NA
"Pocillopora_acuta_HIv2___TS.g22016.t1",0,NA,40,NA,0,4.833333333,10,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7124.t1a",0,NA,NA,NA,NA,43.33333333,4,NA,53.5,NA
"Pocillopora_acuta_HIv2___RNAseq.g7124.t1b",NA,NA,NA,NA,30.1,5.302325581,NA,NA,NA,56
"Pocillopora_acuta_HIv2___RNAseq.g7125.t1",0,NA,11.7,NA,NA,4.323076923,40,NA,44.63636364,NA
"Pocillopora_acuta_HIv2___RNAseq.g7126.t2",3.714285714,0,10.5,34.16666667,21.93548387,9.301775148,9.307692308,NA,59.2,NA
"Pocillopora_acuta_HIv2___RNAseq.g7127.t1",NA,NA,NA,87,100,24.84444444,27.125,80,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7128.t1",NA,NA,NA,NA,0,19.20833333,NA,NA,50,NA
"Pocillopora_acuta_HIv2___RNAseq.g7129.t1",0,5,0,7.692307692,6.4,2.801587302,4.704918033,42,75.14285714,NA
"Pocillopora_acuta_HIv2___RNAseq.g7130.t1",41,0,3.2,66.5,7.3125,3.945945946,4.214285714,0,0,20
"Pocillopora_acuta_HIv2___RNAseq.g7131.t1",0,20,NA,60,33.33333333,1.491525424,3,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g7132.t1",NA,11.5,NA,NA,NA,0,NA,0,NA,60
"Pocillopora_acuta_HIv2___RNAseq.g7133.t1",NA,NA,58,40,NA,32.16666667,73.25,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7134.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7135.t1",NA,9.090909091,20,NA,0.6153846154,3.434210526,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22029.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"Pocillopora_acuta_HIv2___TS.g22030.t1",NA,NA,NA,NA,10.4,3.578947368,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22031.t1",NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7139.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7140.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7141.t1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7142.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7143.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7144.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7145.t1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7146.t1",0,NA,NA,NA,NA,1.666666667,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7147.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7148.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22042.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7150.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7151.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22045.t1",0,2,0,0,20,2.420289855,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7153.t1",0.6666666667,0,NA,NA,1.142857143,4.115942029,0,NA,10,NA
"Pocillopora_acuta_HIv2___RNAseq.g7154.t1",0.7368421053,1.073170732,0,13.33333333,4.365384615,1.105882353,1.478723404,3.2,1.53125,8
"Pocillopora_acuta_HIv2___RNAseq.g7155.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7156.t1",NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7157.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7158.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22053.t1",NA,NA,NA,NA,0,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7160.t1",7.125,89,43.33333333,0,6.625,1.885416667,15.04,52.4,56.5,92.33333333
"Pocillopora_acuta_HIv2___RNAseq.g7161.t1",NA,NA,NA,NA,NA,0.7254901961,32.4,0,NA,NA
"Pocillopora_acuta_HIv2___TS.g22057.t1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7163.t1",NA,NA,0,NA,0,0.4285714286,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7164.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7165.t1",0,4,0,NA,2,2.482352941,8.75,0,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g7166.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7167.t1",NA,NA,0,NA,NA,0,30,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7168.t1",NA,NA,NA,NA,NA,1.285714286,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7169.t1",NA,NA,NA,NA,4.8,2.090909091,1.153846154,NA,NA,2.105263158
"Pocillopora_acuta_HIv2___RNAseq.g7170.t1",50,NA,NA,NA,NA,31.04081633,62,0,NA,NA
"Pocillopora_acuta_HIv2___TS.g22065.t1",NA,NA,NA,NA,NA,1.428571429,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7172.t1",NA,NA,NA,0,56.66666667,2,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7173.t1",NA,NA,NA,NA,100,48.55555556,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7174.t1",NA,NA,NA,NA,20,0,16.5,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7175.t1",NA,NA,NA,NA,NA,23.16666667,NA,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7176.t1",NA,NA,NA,NA,100,16.66666667,60,NA,100,NA
"Pocillopora_acuta_HIv2___TS.g22071.t1",NA,NA,NA,NA,0,31.76470588,66.5,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7178.t1",12.42105263,8.75,0,43,6.727272727,2.486486486,16,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7179.t1",NA,NA,40,NA,NA,0,57,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22073.t1",NA,NA,NA,NA,NA,7.622641509,NA,28,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7181.t1",0,NA,NA,NA,18.33333333,5.684210526,2.833333333,NA,99,NA
"Pocillopora_acuta_HIv2___RNAseq.g7182.t1",NA,0,0,100,6.153846154,9.00952381,0,0,10,100
"Pocillopora_acuta_HIv2___RNAseq.g7183.t1",NA,NA,NA,80,NA,14.11764706,20,NA,1.818181818,95
"Pocillopora_acuta_HIv2___RNAseq.g7184.t1",NA,0,NA,NA,0,6.666666667,33,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7185.t1",NA,NA,100,NA,30,48.15384615,90,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g7186.t2",0,8,NA,33.33333333,15.89473684,17.93670886,22.5862069,0,NA,NA
"Pocillopora_acuta_HIv2___TS.g22080.t2",7.1,11.42857143,NA,NA,0,2.970588235,2.666666667,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7188.t1",NA,NA,NA,0,24,3.134328358,38,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g22082.t1",0,NA,NA,20,0,1.736842105,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g7189.t1",NA,NA,NA,NA,NA,0,33,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7190.t1",NA,NA,20,3.111111111,14.8,10.13333333,19.42857143,NA,25,NA
"Pocillopora_acuta_HIv2___TS.g22085.t1",NA,20,NA,NA,10,5.244444444,8,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7192.t1",0,NA,NA,NA,6.666666667,7.142857143,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7193.t1",1.230769231,70.35,NA,33.33333333,9.846153846,5.5,0.4347826087,NA,NA,90
"Pocillopora_acuta_HIv2___RNAseq.g7194.t1",NA,NA,NA,NA,NA,57,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7195.t1",NA,NA,NA,NA,40,45.33333333,66.66666667,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22089.t1",0,NA,NA,0,0,5.019230769,3.75,26.66666667,6,NA
"Pocillopora_acuta_HIv2___RNAseq.g7197.t1",0,0,15.81818182,0,20,5.623762376,6.105263158,86.33333333,0,100
"Pocillopora_acuta_HIv2___TS.g22091.t1",3.636363636,20,20,0,28.41176471,14.24107143,10,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g22092.t2",NA,NA,NA,40,46.66666667,12.5,40,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7200.t1",14.28571429,20.33333333,24.77272727,28.3,9.931034483,15.27118644,25.125,7.076923077,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7201.t1",NA,NA,NA,NA,8.833333333,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7202.t1",5,11.11111111,15,14,22.66666667,3.171717172,6.842105263,20,0,98.84615385
"Pocillopora_acuta_HIv2___RNAseq.g7203.t1",NA,NA,NA,0,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7204.t1",NA,NA,NA,15,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7205.t1",0.4137931034,0,0,20,12.03125,4.763779528,1.319148936,2,100,0
"Pocillopora_acuta_HIv2___RNAseq.g7206.t1",5.129032258,NA,9.636363636,21.18181818,28.11627907,3.35915493,6.464285714,31.42857143,1.052631579,100
"Pocillopora_acuta_HIv2___RNAseq.g7207.t2",NA,20,NA,NA,NA,0,NA,NA,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g7208.t1",NA,NA,NA,NA,2.333333333,3.306122449,0,NA,14.66666667,NA
"Pocillopora_acuta_HIv2___TS.g22105.t1",0,29.41176471,10,80,14.33333333,3.392523364,5.441176471,50,1.375,83
"Pocillopora_acuta_HIv2___RNAseq.g7212.t1",NA,0,0,5.5,10.66666667,1.06185567,0,NA,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g7213.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7214.t1",8.444444444,29.25,22,37,15.1,8.357142857,60,NA,0,11
"Pocillopora_acuta_HIv2___RNAseq.g7215.t1",NA,NA,NA,NA,NA,0.9333333333,NA,NA,20,NA
"Pocillopora_acuta_HIv2___RNAseq.g7216.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7217.t1",0,0,NA,13.33333333,NA,1.125,0,80,NA,NA
"Pocillopora_acuta_HIv2___TS.g22112.t1a",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22112.t1b",NA,NA,12.5,NA,40,4.311827957,13.33333333,NA,0,76.92307692
"Pocillopora_acuta_HIv2___RNAseq.g7219.t1",NA,NA,NA,NA,NA,0,NA,40,NA,NA
"Pocillopora_acuta_HIv2___TS.g22114.t1",0,NA,NA,40,6.666666667,3.19047619,NA,78.75,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7220.t1",NA,NA,NA,NA,0,8.888888889,NA,80,NA,NA
"Pocillopora_acuta_HIv2___TS.g22116.t1",4.8,5.375,32.94117647,13.33333333,6.5,2.326797386,6.09009009,33,1.333333333,72.22222222
"Pocillopora_acuta_HIv2___RNAseq.g7222.t1",NA,NA,40,NA,0,3.090909091,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7223.t1",NA,NA,NA,NA,NA,33.58333333,60,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7224.t1",NA,NA,NA,33,NA,2.387096774,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22120.t1",NA,NA,NA,NA,15.42857143,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7226.t1",NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22122.t1",NA,15.36842105,29.125,28.375,11.37037037,6.140562249,6.941176471,0,NA,NA
"Pocillopora_acuta_HIv2___TS.g22123.t1",NA,NA,NA,0,NA,16,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g22124.t1",0,20,0,29.2,12.48387097,7,30.875,66.66666667,NA,58.66666667
"Pocillopora_acuta_HIv2___RNAseq.g7229.t1",0,NA,20,NA,0,14.2,20,NA,0,100
"Pocillopora_acuta_HIv2___RNAseq.g7230.t1",NA,NA,NA,NA,48.83333333,85.71428571,25.3125,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7231.t1",0,NA,NA,40,20.25,6,25,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7232.t1",NA,NA,NA,50,NA,12.58974359,0,NA,10,0
"Pocillopora_acuta_HIv2___RNAseq.g7233.t1",3.2,12.25,NA,NA,NA,0.7407407407,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7234.t1",NA,0,NA,NA,6.666666667,0,0,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g7235.t1",40,NA,NA,60,0,41.625,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7236.t1",0,0,NA,8.888888889,30,9.848484848,27.05882353,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g22132.t1",NA,NA,NA,NA,NA,100,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7237.t1",NA,NA,NA,NA,NA,28.53333333,10,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g7238.t1",NA,16,42,NA,NA,1.111111111,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7239.t1",NA,NA,NA,NA,0,2,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g7240.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
